id,text,Tweet_punct,word_list
1274018302591934465, @gatorix1: Book 3 had it's highlights despite * 😭 #tgcf https://t.co/yj0d2aE68N,book had its highlights despite tgcf,"['book', 'had', 'its', 'highlights', 'despite', 'tgcf']"
1274018303636377600,@_Mischka Puppy * lol,puppy lol,"['puppy', 'lol']"
1274018322200354823, @tradiactivitat: * Goldman Sachs raises its 12-month gold price forecast to $2000/toz.,goldman sachs raises its 12month gold price forecast to 2000toz,"['goldman', 'sachs', 'raises', 'its', '12month', 'gold', 'price', 'forecast', 'to', '2000toz']"
1274018323231993856,You should see seemingly this is my last time what can happen when zone payments are reported and marked intercepte… https://t.co/qWcdTXLYOZ,you should see seemingly this is my last time what can happen when zone payments are reported and marked intercepte,"['you', 'should', 'see', 'seemingly', 'this', 'is', 'my', 'last', 'time', 'what', 'can', 'happen', 'when', 'zone', 'payments', 'are', 'reported', 'and', 'marked', 'intercepte']"
1274018330924343296,Billy Strings with Circles Around The Sun * All The Luck In The World (N... https://t.co/SngRSwS6LR via @YouTube,billy strings with circles around the sun all the luck in the world n via,"['billy', 'strings', 'with', 'circles', 'around', 'the', 'sun', 'all', 'the', 'luck', 'in', 'the', 'world', 'n', 'via']"
1274018347257118726,"* Grumble. Pulls out 3e Monster Manual *Orcs: Usually Chaotic EvilElf, Drow: Usually Neutral EvilGnoll: Usually… https://t.co/3rG8CUcmyK",grumble pulls out 3e monster manual orcs usually chaotic evilelf drow usually neutral evilgnoll usually,"['grumble', 'pulls', 'out', '3e', 'monster', 'manual', 'orcs', 'usually', 'chaotic', 'evilelf', 'drow', 'usually', 'neutral', 'evilgnoll', 'usually']"
1274018348209041409,* has learned nothing,has learned nothing,"['has', 'learned', 'nothing']"
1274018351950356480, @mvmeet: Congress tried to topple BJP govt in Manipur but:* BJP won the lone Rajya Sabha seat in Manipur with 28 votes* BJP candidat…,congress tried to topple bjp govt in manipur but bjp won the lone rajya sabha seat in manipur with votes bjp candidat,"['congress', 'tried', 'to', 'topple', 'bjp', 'govt', 'in', 'manipur', 'but', 'bjp', 'won', 'the', 'lone', 'rajya', 'sabha', 'seat', 'in', 'manipur', 'with', 'votes', 'bjp', 'candidat']"
1274018361718931458,*mv / music video *,mv music video,"['mv', 'music', 'video']"
1274018362075447296, @drnickgreiner: Words that mean jack shit:* surge* resurgence * wave* second wave* imminentIgnore and carry on.,words that mean jack shit surge resurgence wave second wave imminentignore and carry on,"['words', 'that', 'mean', 'jack', 'shit', 'surge', 'resurgence', 'wave', 'second', 'wave', 'imminentignore', 'and', 'carry', 'on']"
1274018366261391361,⌜ Spotify Premium for sale ⌟  ◯ 1 month — 65    ◯ 3 months — 85  ◯ 8 months — 200  ◯ 12 months — 290    𝐃𝐦 𝐭… https://t.co/8iBql2SpHE,spotify premium for sale month months months months ,"['spotify', 'premium', 'for', 'sale', 'month', 'months', 'months', 'months']"
1274018369453338627,My boo : * breathes *Me : ur so fucking cute give me a kiss,my boo breathes me ur so fucking cute give me a kiss,"['my', 'boo', 'breathes', 'me', 'ur', 'so', 'fucking', 'cute', 'give', 'me', 'a', 'kiss']"
1274018377762131968,"Actually, till the Congress chapter is closed, Mother &amp; Company will not take rest..*They have more problems wit… https://t.co/RmLVpQB8Pj",actually till the congress chapter is closed mother amp company will not take restthey have more problems wit,"['actually', 'till', 'the', 'congress', 'chapter', 'is', 'closed', 'mother', 'amp', 'company', 'will', 'not', 'take', 'restthey', 'have', 'more', 'problems', 'wit']"
1274018382216679425, @MozosGayxxx: 📹 #Belami AMERICAN LOVERS / Christian &amp; Ryan 🍆💦 #TripleGx 😋 👉 https://t.co/KdMoxm9Rwp 👈 https://t.co/EO7BwkszZN v1 *,belami american lovers christian amp ryan triplegx v1,"['belami', 'american', 'lovers', 'christian', 'amp', 'ryan', 'triplegx', 'v1']"
1274018383164346368, @jmntical: * this is the start of their downfall *The downfall : https://t.co/NUnyBIfqqu,this is the start of their downfall the downfall,"['this', 'is', 'the', 'start', 'of', 'their', 'downfall', 'the', 'downfall']"
1274018386175946763," @VIPS_Delhi: #VipsDigitalEducation#VSLLS ,#VIPS organises Value Added Course on *Gender, Law and Society *For more details view…",vipsdigitaleducationvslls vips organises value added course on gender law and society for more details view,"['vipsdigitaleducationvslls', 'vips', 'organises', 'value', 'added', 'course', 'on', 'gender', 'law', 'and', 'society', 'for', 'more', 'details', 'view']"
1274018389929930753," @HumanityNext: Muslims not only killing non-Muslims .... They are destroying Churches, Temples, ...... Most attack on Hindu Temples ...…",muslims not only killing nonmuslims they are destroying churches temples most attack on hindu temples,"['muslims', 'not', 'only', 'killing', 'nonmuslims', 'they', 'are', 'destroying', 'churches', 'temples', 'most', 'attack', 'on', 'hindu', 'temples']"
1274018395097358338,@CATRAPOCALYPSE * chef's kiss *,chefs kiss,"['chefs', 'kiss']"
1274018399979540481,Purepacific....It's a lifestyle**#oceancleanup #cleanoceans #plasticfreeoceans #savetheocean #oceanconservation… https://t.co/d0g1S92LZu,purepacificits a lifestyleoceancleanup cleanoceans plasticfreeoceans savetheocean oceanconservation,"['purepacificits', 'a', 'lifestyleoceancleanup', 'cleanoceans', 'plasticfreeoceans', 'savetheocean', 'oceanconservation']"
1274018400826777601, @nochu_lex: . * 　　　 ✦     .     　⁺ 　 .First close your eyesDon’t say anythingI’ll steal your heart like magic. 　 　 ⁺        ⁺ 　　  …,first close your eyesdont say anythingill steal your heart like magic,"['first', 'close', 'your', 'eyesdont', 'say', 'anythingill', 'steal', 'your', 'heart', 'like', 'magic']"
1274018414349004801,@lady_vanity_ lmao this is all three of us * @MariaILopez_,lmao this is all three of us,"['lmao', 'this', 'is', 'all', 'three', 'of', 'us']"
1274018416752394240, @mvmeet: Congress tried to topple BJP govt in Manipur but:* BJP won the lone Rajya Sabha seat in Manipur with 28 votes* BJP candidat…,congress tried to topple bjp govt in manipur but bjp won the lone rajya sabha seat in manipur with votes bjp candidat,"['congress', 'tried', 'to', 'topple', 'bjp', 'govt', 'in', 'manipur', 'but', 'bjp', 'won', 'the', 'lone', 'rajya', 'sabha', 'seat', 'in', 'manipur', 'with', 'votes', 'bjp', 'candidat']"
1274018417297645568," @urbantomayto1: (pls rt🍅,)* give away, duper cute stuffs 🤙🏾(by @urbantomayto1 ):📍) link in mention na ka#แจกpng #goodnotes https:…",pls rt give away duper cute stuffs by link in mention na kapng goodnotes https,"['pls', 'rt', 'give', 'away', 'duper', 'cute', 'stuffs', 'by', 'link', 'in', 'mention', 'na', 'kapng', 'goodnotes', 'https']"
1274018418581221376, @klon: TBH doing support is one of the best ways to learn and develop a lot of useful skills in IT. Doing support I learned (thread):*…,tbh doing support is one of the best ways to learn and develop a lot of useful skills in it doing support i learned thread,"['tbh', 'doing', 'support', 'is', 'one', 'of', 'the', 'best', 'ways', 'to', 'learn', 'and', 'develop', 'a', 'lot', 'of', 'useful', 'skills', 'in', 'it', 'doing', 'support', 'i', 'learned', 'thread']"
1274018423740289024, @winterflower_vk: *𝒘𝒆 𝒂𝒓𝒆 𝒃𝒖𝒍𝒍𝒆𝒕𝒑𝒓𝒐𝒐𝒇: 𝒕𝒉𝒆 𝒆𝒕𝒆𝒓𝒏𝒂𝒍* *     .       *    .🌙      *    .  *            ☄️.    *      *    .      🌍*      .…,,[]
1274018430920863745,*spits out water * 😂,spits out water,"['spits', 'out', 'water']"
1274018441075228674,"* and she, I meant my director tried",and she i meant my director tried,"['and', 'she', 'i', 'meant', 'my', 'director', 'tried']"
1274018441192632320,I want you empty for Me,i want you empty for me,"['i', 'want', 'you', 'empty', 'for', 'me']"
1274018441712644098, @mvmeet: Congress tried to topple BJP govt in Manipur but:* BJP won the lone Rajya Sabha seat in Manipur with 28 votes* BJP candidat…,congress tried to topple bjp govt in manipur but bjp won the lone rajya sabha seat in manipur with votes bjp candidat,"['congress', 'tried', 'to', 'topple', 'bjp', 'govt', 'in', 'manipur', 'but', 'bjp', 'won', 'the', 'lone', 'rajya', 'sabha', 'seat', 'in', 'manipur', 'with', 'votes', 'bjp', 'candidat']"
1274018442144657410,"@dbongino @RandomTask_116 @POTUS @VP Read ""1984"" and THINK about it... #DoubleSpeak* War Is Peace* Freedom Is Sl… https://t.co/7QK2mswnbr",read and think about it doublespeak war is peace freedom is sl,"['read', 'and', 'think', 'about', 'it', 'doublespeak', 'war', 'is', 'peace', 'freedom', 'is', 'sl']"
1274018443516350464,They are sick in the head for spreading that false narrative,they are sick in the head for spreading that false narrative,"['they', 'are', 'sick', 'in', 'the', 'head', 'for', 'spreading', 'that', 'false', 'narrative']"
1274018444648701952, @nerdyter: * 𝖗𝖙 𝖉𝖒 #img20plus,img20plus,['img20plus']
1274018449556033539, @rosebquet: ( * 🍁# ffaf03 )𝓗ello  𝓗ello  ۰ ✧ 𝓡 - echts 𝓜ade in 97’𝖘   ✿ 𝓽oday I’ll do  ៵ แลกฟอล 𓐄 ตามทัก ៵  🐞/ / ยพท ลฟตท 🍊𐬹 . http…,ffaf03 ello ello echts ade in oday ill do http,"['ffaf03', 'ello', 'ello', 'echts', 'ade', 'in', 'oday', 'ill', 'do', 'http']"
1274018451783249920,"@ooctog “Hi! It’s Eduan here. Unfortunately, I seem to be busy at the moment. Doing your -mum- **ayeeeee**”* dial tone *",hi its eduan here unfortunately i seem to be busy at the moment doing your mum ayeeeee dial tone,"['hi', 'its', 'eduan', 'here', 'unfortunately', 'i', 'seem', 'to', 'be', 'busy', 'at', 'the', 'moment', 'doing', 'your', 'mum', 'ayeeeee', 'dial', 'tone']"
1274018452609564672," @bbfunk24: Ahh, nice and clean! ✨ See more on OnlyFans!*https://t.co/GiKhCluUl0*#gay #lifting #workout #music #backday #pullups #joc…",ahh nice and clean see more on onlyfans lifting workout music backday pullups joc,"['ahh', 'nice', 'and', 'clean', 'see', 'more', 'on', 'onlyfans', 'lifting', 'workout', 'music', 'backday', 'pullups', 'joc']"
1274018466064809984,Hi @jacarandafm ! Can You guys please play #Daisies by @KatyPerry? I'd like to hear it! Thanks! ❤❤🌼🌼❤❤,hi can you guys please play daisies by id like to hear it thanks,"['hi', 'can', 'you', 'guys', 'please', 'play', 'daisies', 'by', 'id', 'like', 'to', 'hear', 'it', 'thanks']"
1274018468195520512,"@Sush1_Bo1 very sorry, my mistake* YAAY TOPPER HAS A NEW FRIEND",very sorry my mistake yaay topper has a new friend,"['very', 'sorry', 'my', 'mistake', 'yaay', 'topper', 'has', 'a', 'new', 'friend']"
1274018469810515977, @hecatespower: ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀  ` 🦋 ≀ 𝘢𝘱𝘩𝘳𝘰𝘥𝘪𝘵𝘦 𝘭𝘰𝘷𝘦𝘴 𝘸𝘩𝘦𝘯 𝘸𝘦 𝘢𝘤𝘤𝘦𝘱𝘵 𝘰𝘶𝘳 𝘰𝘸𝘯 𝘣𝘰𝘥𝘺 𝘢𝘯𝘥 𝘰𝘶𝘳 𝘣𝘦𝘢𝘶𝘵𝘺. 𝘢𝘭𝘸𝘢𝘺𝘴 𝘵𝘩𝘢𝘯𝘬 𝘢𝘱𝘩𝘳𝘰𝘥𝘪𝘵𝘦…,,[]
1274018474172592128, @jxsunsar: * rt dm #imgxnct,rt dm imgxnct,"['rt', 'dm', 'imgxnct']"
1274018481080541186, @bbfunk24: Wash away the day! 💦 See the full image on OnlyFans!*https://t.co/GiKhCluUl0*#gay #lifting #workout #music #backday #pull…,wash away the day see the full image on onlyfans lifting workout music backday pull,"['wash', 'away', 'the', 'day', 'see', 'the', 'full', 'image', 'on', 'onlyfans', 'lifting', 'workout', 'music', 'backday', 'pull']"
1274018485488611328,Types Of Pet Care* Farm animals Care* Exotic pets Care* Birds Care* Cats Care* Fish CareTo know more please… https://t.co/NzdAG7dzwy,types of pet care farm animals care exotic pets care birds care cats care fish careto know more please,"['types', 'of', 'pet', 'care', 'farm', 'animals', 'care', 'exotic', 'pets', 'care', 'birds', 'care', 'cats', 'care', 'fish', 'careto', 'know', 'more', 'please']"
1274018489653739521, @bbfunk24: Fresh haircut and fresh out of the gym! I'm a happy man! 💪💇🏻‍♂️ See more on OnlyFans!*https://t.co/GiKhCluUl0*#gay #lifti…,fresh haircut and fresh out of the gym im a happy man see more on onlyfans lifti,"['fresh', 'haircut', 'and', 'fresh', 'out', 'of', 'the', 'gym', 'im', 'a', 'happy', 'man', 'see', 'more', 'on', 'onlyfans', 'lifti']"
1274018492317138944,#HelixStudios: Luke Wilder &amp; Andy Taylor (5) #TripleGx Full Video 📹 🔞 👉 https://t.co/0lSqetNm1q 👈 🙂 [] https://t.co/vJcaUhVDON v1 *,helixstudios luke wilder amp andy taylor triplegx full video v1,"['helixstudios', 'luke', 'wilder', 'amp', 'andy', 'taylor', 'triplegx', 'full', 'video', 'v1']"
1274018497144606720, @KTH_Facts: #SweetNight_100일_축하해 is currently trending at #5 in Korea* Keep using the hashtags. Let's trend it higher. https://t.co/Hn…,sweetnight100 is currently trending at in korea keep using the hashtags lets trend it higher,"['sweetnight100', 'is', 'currently', 'trending', 'at', 'in', 'korea', 'keep', 'using', 'the', 'hashtags', 'lets', 'trend', 'it', 'higher']"
1274018498000248833," @HumanityNext: Muslims not only killing non-Muslims .... They are destroying Churches, Temples, ...... Most attack on Hindu Temples ...…",muslims not only killing nonmuslims they are destroying churches temples most attack on hindu temples,"['muslims', 'not', 'only', 'killing', 'nonmuslims', 'they', 'are', 'destroying', 'churches', 'temples', 'most', 'attack', 'on', 'hindu', 'temples']"
1274018499384532993, @covid19indiaorg 📣 Attention analysts and researchers: District level testing data is now available in our APIs.… https://t.co/v7i20Fetn1,attention analysts and researchers district level testing data is now available in our apis,"['attention', 'analysts', 'and', 'researchers', 'district', 'level', 'testing', 'data', 'is', 'now', 'available', 'in', 'our', 'apis']"
1274018500109930498,@EricVBailey Final Fantasy 6Honorable mention:* Doom II* Heretic* Master of Magic* Warcraft* Elder Scrolls: A… https://t.co/Z8EnxTYks4,final fantasy 6honorable mention doom ii heretic master of magic warcraft elder scrolls a,"['final', 'fantasy', '6honorable', 'mention', 'doom', 'ii', 'heretic', 'master', 'of', 'magic', 'warcraft', 'elder', 'scrolls', 'a']"
1274018503578628096, @BeaRin77_: ✦　　　 　 *.　　 　　　⋆     •　　  .°         𝒀𝒆𝒓𝒊𝒏 𝒓𝒆𝒂𝒍𝒍𝒚 𝒍𝒐𝒐𝒌𝒔 𝒍𝒊𝒌𝒆     . ✧    °                𝒂 𝒃𝒆𝒂𝒖𝒕𝒊𝒇𝒖𝒍 𝒇𝒂𝒊𝒓𝒚...          ⋆…,,[]
1274018505348788224, @bbfunk24: Happy Hump Day Twitter fam! 🍑 See more on my OnlyFans!*https://t.co/GiKhCluUl0*#gay #lifting #workout #music #backday #pu…,happy hump day twitter fam see more on my onlyfans lifting workout music backday pu,"['happy', 'hump', 'day', 'twitter', 'fam', 'see', 'more', 'on', 'my', 'onlyfans', 'lifting', 'workout', 'music', 'backday', 'pu']"
1274018508687499267, @BeaRin77_: ✦　　　 　 *.　　 　　　⋆     •　　  .°         𝒀𝒆𝒓𝒊𝒏 𝒓𝒆𝒂𝒍𝒍𝒚 𝒍𝒐𝒐𝒌𝒔 𝒍𝒊𝒌𝒆     . ✧    °                𝒂 𝒃𝒆𝒂𝒖𝒕𝒊𝒇𝒖𝒍 𝒇𝒂𝒊𝒓𝒚...          ⋆…,,[]
1274018509257756672, @PothaniF: #75DtoJanaSenaniBday#VakeelSaab @PawanKalyan * 10 RETWEETS POSSIBLE🤔🤔🤔 https://t.co/LIvpciuak5,75dtojanasenanibdayvakeelsaab retweets possible,"['75dtojanasenanibdayvakeelsaab', 'retweets', 'possible']"
1274018512093057025,@GRRRL777 * that shit HU,that shit hu,"['that', 'shit', 'hu']"
1274018516790841352," @skacle1: Who Wants Some @GFuelEnergy Cans?Like,Retweet* Bonus Starter Kits For People Who Comment Favorite Flavor * Goodluck! ht…",who wants some canslikeretweet bonus starter kits for people who comment favorite flavor goodluck ht,"['who', 'wants', 'some', 'canslikeretweet', 'bonus', 'starter', 'kits', 'for', 'people', 'who', 'comment', 'favorite', 'flavor', 'goodluck', 'ht']"
1274018520678961155,"* In Plain Sight, Ch 3 needs its beta edit; I'm hoping I won't need to redo entire scenes, but just need to slip in… https://t.co/iApYa1s9Ea",in plain sight ch needs its beta edit im hoping i wont need to redo entire scenes but just need to slip in,"['in', 'plain', 'sight', 'ch', 'needs', 'its', 'beta', 'edit', 'im', 'hoping', 'i', 'wont', 'need', 'to', 'redo', 'entire', 'scenes', 'but', 'just', 'need', 'to', 'slip', 'in']"
1274018521534644224,"* Sic Semper Monstrum, Ch 4 needs its first edit! I don't think it'll need more than a little clean up-- after all,… https://t.co/AV3DxFlg9F",sic semper monstrum ch needs its first edit i dont think itll need more than a little clean up after all,"['sic', 'semper', 'monstrum', 'ch', 'needs', 'its', 'first', 'edit', 'i', 'dont', 'think', 'itll', 'need', 'more', 'than', 'a', 'little', 'clean', 'up', 'after', 'all']"
1274018522348294144,* Seven Swipes is going to get finished today if i have the chance. I KNOW I KEEP ON SAYING THIS but I promise its true 😂,seven swipes is going to get finished today if i have the chance i know i keep on saying this but i promise its true,"['seven', 'swipes', 'is', 'going', 'to', 'get', 'finished', 'today', 'if', 'i', 'have', 'the', 'chance', 'i', 'know', 'i', 'keep', 'on', 'saying', 'this', 'but', 'i', 'promise', 'its', 'true']"
1274018523149406209,"* The Sword Between is ALSO going to get finished the next time I get my hands on it, which is HOPEFULLY today. It'… https://t.co/cR8Ygt67P7",the sword between is also going to get finished the next time i get my hands on it which is hopefully today it,"['the', 'sword', 'between', 'is', 'also', 'going', 'to', 'get', 'finished', 'the', 'next', 'time', 'i', 'get', 'my', 'hands', 'on', 'it', 'which', 'is', 'hopefully', 'today', 'it']"
1274018524193832960,* Rapunzel AU is the stretch goal for today! I'm at the point where I have enough things piled up in one week where… https://t.co/wEa3MvB6pD,rapunzel au is the stretch goal for today im at the point where i have enough things piled up in one week where,"['rapunzel', 'au', 'is', 'the', 'stretch', 'goal', 'for', 'today', 'im', 'at', 'the', 'point', 'where', 'i', 'have', 'enough', 'things', 'piled', 'up', 'in', 'one', 'week', 'where']"
1274018525984829440, @bbfunk24: Quarantine bulking! I miss my gym! 💪 See more on OnlyFans!*https://t.co/GiKhCluUl0*#gay #lifting #workout #music #backday…,quarantine bulking i miss my gym see more on onlyfans lifting workout music backday,"['quarantine', 'bulking', 'i', 'miss', 'my', 'gym', 'see', 'more', 'on', 'onlyfans', 'lifting', 'workout', 'music', 'backday']"
1274018529508036608,@Rubiu5 Elie *,elie,['elie']
1274018531126980608,@Letter_to_Jack Taught *,taught,['taught']
1274018532251119616,@OldCetraFlower “ Really “ he smiled *,really he smiled,"['really', 'he', 'smiled']"
1274018533983178752,@jjksaem *NODS AGGRESSIVELY *,nods aggressively,"['nods', 'aggressively']"
1274018541537308673, @renoomokri: 4 Wisdoms For Your Thursday* Good manners open more doors than good looks* A loyal friend is better than a royal friend…,wisdoms for your thursday good manners open more doors than good looks a loyal friend is better than a royal friend,"['wisdoms', 'for', 'your', 'thursday', 'good', 'manners', 'open', 'more', 'doors', 'than', 'good', 'looks', 'a', 'loyal', 'friend', 'is', 'better', 'than', 'a', 'royal', 'friend']"
1274018542149607425, @TheCrystlPencil: haters replies to gabbie: Gabbie is *accuses her of something she didn’t do*gabbie: *replies and defends herself *…,haters replies to gabbie gabbie is accuses her of something she didnt dogabbie replies and defends herself,"['haters', 'replies', 'to', 'gabbie', 'gabbie', 'is', 'accuses', 'her', 'of', 'something', 'she', 'didnt', 'dogabbie', 'replies', 'and', 'defends', 'herself']"
1274018546641559552, @rosebquet: ( * 🍁# ffaf03 )𝓗ello  𝓗ello  ۰ ✧ 𝓡 - echts 𝓜ade in 97’𝖘   ✿ 𝓽oday I’ll do  ៵ แลกฟอล 𓐄 ตามทัก ៵  🐞/ / ยพท ลฟตท 🍊𐬹 . http…,ffaf03 ello ello echts ade in oday ill do http,"['ffaf03', 'ello', 'ello', 'echts', 'ade', 'in', 'oday', 'ill', 'do', 'http']"
1274018549703548929,@ROTBre @MandyTyler76 @theodoricofyork @Jodilock00 @Acosta It's a private company though you have to agree with the… https://t.co/iKNwjpt6yX,its a private company though you have to agree with the,"['its', 'a', 'private', 'company', 'though', 'you', 'have', 'to', 'agree', 'with', 'the']"
1274018549095215104,( ☁ ) #น้องแอนน์ขอแนะนำ — sticker : please be kind :-)💌 : order dm @annestation( * #ร้านฟอร์บอท… https://t.co/nzvGm9OUXg,sticker please be kind order dm,"['sticker', 'please', 'be', 'kind', 'order', 'dm']"
1274018553855959041,@edayphotos @BethDaydream @EcoDaydream @CoachDaydream @DaydreamFarm #SpreadLove * Purple Passion * https://t.co/5MZf5NHMO6,spreadlove purple passion,"['spreadlove', 'purple', 'passion']"
1274018559157571585,@kiransinghirl @BennounaKamil @McRattity @LaRealAl Bad I mean *,bad i mean,"['bad', 'i', 'mean']"
1274018562299039745, @Coreee_: 42 Dugg: * whistle Me: run it tf back bitchh https://t.co/MYGl9ZdKLb,dugg whistle me run it tf back bitchh,"['dugg', 'whistle', 'me', 'run', 'it', 'tf', 'back', 'bitchh']"
1274018567575539713, @glyttercy: 。・゜ 　♡   。　　・　゜ 　　　♡     　　　♡　　　　♡ ゜・。。 ♡  ・゜ ♡ ゜・。　　. * ・ ♡ °  . 。　♡.         bitch in heat           .♡　。・゜　　　 ♡ ・ 。…,bitch in heat,"['bitch', 'in', 'heat']"
1274018570544877573,PURGE PURGE PURGE#MNL48 * @mnl48official https://t.co/FJK5bateC5,purge purge purgemnl48,"['purge', 'purge', 'purgemnl48']"
1274018578920927233,⌜ Study Premium for sale ⌟ Scribd◯ 100 — 1 monthCourse Hero Unlock◯ 60 — 1 monthSkillshare◯ 90 — 2 monthsGr… https://t.co/OyxiTBUZWT,study premium for sale scribd monthcourse hero unlock monthskillshare monthsgr,"['study', 'premium', 'for', 'sale', 'scribd', 'monthcourse', 'hero', 'unlock', 'monthskillshare', 'monthsgr']"
1274018580171051010, @mvmeet: Congress tried to topple BJP govt in Manipur but:* BJP won the lone Rajya Sabha seat in Manipur with 28 votes* BJP candidat…,congress tried to topple bjp govt in manipur but bjp won the lone rajya sabha seat in manipur with votes bjp candidat,"['congress', 'tried', 'to', 'topple', 'bjp', 'govt', 'in', 'manipur', 'but', 'bjp', 'won', 'the', 'lone', 'rajya', 'sabha', 'seat', 'in', 'manipur', 'with', 'votes', 'bjp', 'candidat']"
1274018580422483971," @HumanityNext: Muslims not only killing non-Muslims .... They are destroying Churches, Temples, ...... Most attack on Hindu Temples ...…",muslims not only killing nonmuslims they are destroying churches temples most attack on hindu temples,"['muslims', 'not', 'only', 'killing', 'nonmuslims', 'they', 'are', 'destroying', 'churches', 'temples', 'most', 'attack', 'on', 'hindu', 'temples']"
1274018586781048832,@chrisvanderveen @Dierenbach Corporate paid research; pay for the results you want(kinda like pharmaceutical resea… https://t.co/NY2dMvhz0z,corporate paid research pay for the results you wantkinda like pharmaceutical resea,"['corporate', 'paid', 'research', 'pay', 'for', 'the', 'results', 'you', 'wantkinda', 'like', 'pharmaceutical', 'resea']"
1274018597078106113, @mvmeet: Congress tried to topple BJP govt in Manipur but:* BJP won the lone Rajya Sabha seat in Manipur with 28 votes* BJP candidat…,congress tried to topple bjp govt in manipur but bjp won the lone rajya sabha seat in manipur with votes bjp candidat,"['congress', 'tried', 'to', 'topple', 'bjp', 'govt', 'in', 'manipur', 'but', 'bjp', 'won', 'the', 'lone', 'rajya', 'sabha', 'seat', 'in', 'manipur', 'with', 'votes', 'bjp', 'candidat']"
1274018598122672137,*Get 150$ Instant Cash* 150$ of free Cash For Sharing Your Link. *Get Now Fast*      👇👇👇👇… https://t.co/vhZLaOdWVZ,get instant cash of free cash for sharing your link get now fast,"['get', 'instant', 'cash', 'of', 'free', 'cash', 'for', 'sharing', 'your', 'link', 'get', 'now', 'fast']"
1274018607421444097, @jmntical: * this is the start of their downfall *The downfall : https://t.co/NUnyBIfqqu,this is the start of their downfall the downfall,"['this', 'is', 'the', 'start', 'of', 'their', 'downfall', 'the', 'downfall']"
1274018610797670401,@zeeprukp no running away for us me thinks,no running away for us me thinks,"['no', 'running', 'away', 'for', 'us', 'me', 'thinks']"
1274018613712715777,#Whatsap  last seen not showing *Me ( who barely use whatsap) : https://t.co/CVU3H7b4oE,whatsap last seen not showing me who barely use whatsap,"['whatsap', 'last', 'seen', 'not', 'showing', 'me', 'who', 'barely', 'use', 'whatsap']"
1274018617697296385," @cmcfadden: Tips for the rest of the country, which will soon be Minneapolis:* When two cars arrive at a four way stop, neither of you…",tips for the rest of the country which will soon be minneapolis when two cars arrive at a four way stop neither of you,"['tips', 'for', 'the', 'rest', 'of', 'the', 'country', 'which', 'will', 'soon', 'be', 'minneapolis', 'when', 'two', 'cars', 'arrive', 'at', 'a', 'four', 'way', 'stop', 'neither', 'of', 'you']"
1274018628497584128, @rosebquet: ( * 🍁# ffaf03 )𝓗ello  𝓗ello  ۰ ✧ 𝓡 - echts 𝓜ade in 97’𝖘   ✿ 𝓽oday I’ll do  ៵ แลกฟอล 𓐄 ตามทัก ៵  🐞/ / ยพท ลฟตท 🍊𐬹 . http…,ffaf03 ello ello echts ade in oday ill do http,"['ffaf03', 'ello', 'ello', 'echts', 'ade', 'in', 'oday', 'ill', 'do', 'http']"
1274018629948932098, @awaymoonie: ┊ ┊ ┊ ┊ ┊┊ ┊ ✫ ˚♡ ⋆｡ ❀┊ ☪︎⋆⊹. * −☆𝘄𝗲𝗹𝗰𝗼𝗺𝗲 𝘁𝗼 𝗺𝘆 𝘀𝘁𝘂𝗳𝗳 https://t.co/x6aZOlZDPx,,[]
1274018633073586176, @KTH_Facts: #SweetNight_100일_축하해 is currently trending at #5 in Korea* Keep using the hashtags. Let's trend it higher. https://t.co/Hn…,sweetnight100 is currently trending at in korea keep using the hashtags lets trend it higher,"['sweetnight100', 'is', 'currently', 'trending', 'at', 'in', 'korea', 'keep', 'using', 'the', 'hashtags', 'lets', 'trend', 'it', 'higher']"
1274018636756160512,@EricDavisW you are full of DEMANDER CONTROLLER Spirits of LUCIFER HIMSELFyou have MADE * YOUR SELVES GODS on ear… https://t.co/4dLiEuS0jg,you are full of demander controller spirits of lucifer himselfyou have made your selves gods on ear,"['you', 'are', 'full', 'of', 'demander', 'controller', 'spirits', 'of', 'lucifer', 'himselfyou', 'have', 'made', 'your', 'selves', 'gods', 'on', 'ear']"
1274018636919984130, @JefeTheGEANiuS: *looks at avi * “aight hurry tf up” 🙄,looks at avi aight hurry tf up,"['looks', 'at', 'avi', 'aight', 'hurry', 'tf', 'up']"
1274018647132921862,* ***** **** **** so bad.,so bad,"['so', 'bad']"
1274018668834422784,@Mimic_Fantasy *seeing the boy as she held a prowlers head and spine *,seeing the boy as she held a prowlers head and spine,"['seeing', 'the', 'boy', 'as', 'she', 'held', 'a', 'prowlers', 'head', 'and', 'spine']"
1274018671594139654, @KTH_Facts: #SweetNight_100일_축하해 is currently trending at #5 in Korea* Keep using the hashtags. Let's trend it higher. https://t.co/Hn…,sweetnight100 is currently trending at in korea keep using the hashtags lets trend it higher,"['sweetnight100', 'is', 'currently', 'trending', 'at', 'in', 'korea', 'keep', 'using', 'the', 'hashtags', 'lets', 'trend', 'it', 'higher']"
